Oppo_OpportunityId,Oppo_PrimaryCompanyId,Oppo_PrimaryPersonId,Oppo_AssignedUserId,Oppo_ChannelId,Oppo_Description,Oppo_Type,Oppo_Product,Oppo_Source,Oppo_Note,Oppo_CustomerRef,Oppo_Opened,Oppo_Closed,Oppo_Status,Oppo_Stage,Oppo_Forecast,Oppo_Certainty,Oppo_Priority,Oppo_TargetClose,Oppo_CreatedBy,Oppo_CreatedDate,Oppo_UpdatedBy,Oppo_UpdatedDate,Oppo_TimeStamp,Oppo_Deleted,Oppo_Total,Oppo_NotifyTime,Oppo_SMSSent,Oppo_WaveItemId,Oppo_SecTerr,Oppo_WorkflowId,Oppo_LeadID,Oppo_Forecast_CID,Oppo_Total_CID,oppo_scenario,oppo_decisiontimeframe,oppo_Currency,oppo_TotalOrders_CID,oppo_TotalOrders,oppo_totalQuotes_CID,oppo_totalQuotes,oppo_NoDiscAmtSum,oppo_NoDiscAmtSum_CID,Oppo_PrimaryAccountId,oppo_SCRMcompetitor,oppo_SCRMwinner,oppo_SCRMreasonforloss,Oppo_SCRMIsCrossSell,Oppo_SCRMOriginalOppoId,oppo_TalendExterKey,oppo_obfuscated,oppo_note_qualif,oppo_Date_Q_Qualif,oppo_cout,oppo_cout_CID
6054,3179,4726,27,1,MIRA-ACQ: pièce meca et Daisy Chain,FTK,NULL,NULL,"offre pour 
pièce meca : 9k€
Daisy chain : 16 k€
hold à contact : 0€",NULL,00:00.0,00:00.0,Won,Negotiating,9000,100,NULL,00:00.0,28,56:22.0,27,03:01.0,03:01.0,NULL,0,33:48.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6055,9061,13814,27,1,projet VIPER,Desogn_Service,NULL,NULL,"portage GF 130 > TOWER 130

Circuit analog en boucle fermé, capteur angulaire Magnétique
Plus de nouvelle de ce circuit",NULL,00:00.0,00:00.0,Abandonne,Identification,100000,1,NULL,00:00.0,28,06:56.0,27,47:10.0,47:10.0,NULL,0,32:45.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6056,1057,1014,27,NULL,Migration ASIC,Preetude,NULL,NULL,Migration ASIC digital,NULL,00:00.0,NULL,Abandonne,Negotiating,45000,50,NULL,00:00.0,27,31:40.0,27,52:31.0,52:31.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6057,10543,12795,27,NULL,ASIC médical,FTK,NULL,NULL,Attente spec,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,32:57.0,27,52:51.0,52:51.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6058,9050,10767,27,NULL,RFI ASIC,FTK,NULL,NULL,Possibilité reprise circuit HMT,NULL,00:00.0,NULL,Abandonne,Construction offre,1800000,10,NULL,00:00.0,27,34:07.0,27,52:42.0,52:42.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6059,12086,14975,27,NULL,VIMES,FTK,NULL,NULL,Asic pour imprimante,NULL,00:00.0,NULL,Abandonne,Construction offre,500000,50,NULL,00:00.0,27,35:30.0,27,47:21.0,47:21.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6060,12058,14927,27,NULL,ASIC design,FTK,NULL,NULL,ASIC pour implant crânien alimenté en wireless pour ECG et EcoG,NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,27,04:11.0,27,53:02.0,53:02.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6061,9103,10859,27,1,Migration Std cell,Desogn_Service,NULL,NULL,"Portage 2 bilitohèque Asynchrone en 
* GF22nm 
* TSMC 16FFC",NULL,00:00.0,00:00.0,Won,Negotiating,149000,100,NULL,00:00.0,28,48:30.0,27,03:09.0,03:09.0,NULL,0,32:13.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6062,3175,4728,31,1,Prototypage : ASIC development neuroprocesseur,NULL,NULL,NULL,"Phase 1 : Prototypage
Projet retardé de fin 2019 à mi-2020 minimum",NULL,00:00.0,NULL,Abandonne,Qualified,1425000,5,NULL,00:00.0,28,53:27.0,27,58:57.0,58:57.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6063,9135,14215,27,NULL,KHARA,FTK,NULL,NULL,Conception ASIC : AFE + DAC. Préétude,NULL,00:00.0,NULL,Abandonne,Construction offre,50000,30,NULL,00:00.0,27,58:40.0,27,53:13.0,53:13.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6064,1076,1119,27,NULL,ACAMAR : FPGA,Desogn_Service,NULL,NULL,Conception FPGA démo,NULL,00:00.0,00:00.0,Won,Negotiating,24000,100,NULL,00:00.0,27,00:17.0,27,03:21.0,03:21.0,NULL,24000,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,24000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6065,7988,17042,27,1,Support: Diagnostic PMIC,Desogn_Service,NULL,NULL,"Sur un biz model au temps passé

2 morceaux
- analyse schéma + simu (30 k)
- dev env mesure + réalisation des mesure (30 k)
- 10 k appro board de test

PERDUE : projection de volume trop faible ne justifiant pas l'investissement dans un diagnostic payant.",NULL,00:00.0,NULL,Abandonne,Negotiating,70000,1,NULL,00:00.0,28,13:08.0,27,53:22.0,53:22.0,NULL,0,36:06.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6066,1076,1119,27,NULL,Pièces et carte sup,FTK,NULL,NULL,demandes complémentaires,NULL,00:00.0,00:00.0,Won,Negotiating,6750,100,NULL,00:00.0,27,11:33.0,27,03:30.0,03:30.0,NULL,6750,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,6750,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6067,9016,18059,27,1,Bloc digital + SW pour ASIC imageur,NULL,NULL,NULL,"RFI reçue le 11/06.

Selection partenaire à fin juin.
Démarrage travaux prévue en juillet",NULL,00:00.0,NULL,Lost,Negotiating,407500,25,NULL,00:00.0,28,13:26.0,27,36:06.0,36:06.0,NULL,0,36:06.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6068,12062,14934,27,NULL,Etude faisabilité,FTK,NULL,NULL,ASIC traitement du signal,NULL,00:00.0,NULL,Abandonne,Identification,50000,1,NULL,00:00.0,27,23:29.0,27,53:33.0,53:33.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6069,7980,18074,27,NULL,EM01,Desogn_Service,NULL,NULL,"Besoin un layouteur 2 mois

A une ressource interne qui s'est libérée",NULL,00:00.0,00:00.0,Abandonne,Negotiating,26200,50,NULL,00:00.0,27,33:15.0,27,53:40.0,53:40.0,NULL,26200,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,26200,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6070,1076,1119,27,NULL,ACAMAR - Tranches remplacement,FTK,NULL,NULL,Remplacement des tranches détruites durant la production,NULL,00:00.0,00:00.0,Won,Negotiating,33000,100,NULL,00:00.0,27,36:57.0,27,03:41.0,03:41.0,NULL,33000,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,33000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6071,3175,4728,27,1,Industrialisation : ASIC neuromorphic,FTK,NULL,NULL,"Phase 2 : industrialisation
=> Pas de visiblité sur l'indus... trop loin.",NULL,00:00.0,NULL,Abandonne,Identification,2350000,1,NULL,00:00.0,28,14:58.0,27,53:59.0,53:59.0,NULL,0,32:22.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6075,11945,18078,27,1,design BlueNRG - Regu APMU-LP,Desogn_Service,NULL,NULL,Design du LDO APMU-LP - regu qui alimente la partie always-on de leur gamme de circuit BlueNRG.,NULL,00:00.0,00:00.0,Won,Negotiating,61500,100,NULL,00:00.0,28,32:57.0,27,03:56.0,03:56.0,NULL,0,33:00.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6076,14146,17058,27,NULL,accès license calibre,Desogn_Service,NULL,NULL,Besoin pour 2 semaines,NULL,00:00.0,00:00.0,Won,Negotiating,2000,100,NULL,00:00.0,27,04:32.0,27,04:02.0,04:02.0,NULL,2000,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,2000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6077,1076,1119,27,NULL,ACAMAR : complement FPGA,Desogn_Service,NULL,NULL,Offre pour FPGA 15 j,NULL,00:00.0,00:00.0,Won,Negotiating,12000,100,NULL,00:00.0,27,25:04.0,27,03:49.0,03:49.0,NULL,12000,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,12000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6078,9061,13814,27,1,Extension Devis D-Saturn,Desogn_Service,NULL,NULL,"Le périmètre à changé :
Des fonction en plus, des modification de spécifications : 155 k€ ( 85 k€ déjà commandés)",NULL,00:00.0,00:00.0,Won,Negotiating,155000,100,NULL,00:00.0,28,12:00.0,27,00:19.0,00:19.0,NULL,0,32:45.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6079,9061,13814,27,1,Bloc Analog: Clock generator,Desogn_Service,NULL,NULL,"Design d'un bloc en VIS 130 nm 
devis 12 M.w

Finalement, sera fait en interne chez Crocus",NULL,00:00.0,00:00.0,Abandonne,Negotiating,50000,0,NULL,00:00.0,28,15:22.0,27,54:11.0,54:11.0,NULL,0,32:45.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6080,17186,19117,27,1,ASIC development RFP,NULL,NULL,NULL,"See RFP / RFQ document

--
Your proposal was comprehensive and gave us all the information we requested, many thanks.
As you are aware, there are significant challenges to be overcome in the design, in particular achieving the required current skimming resolution. We found a couple of companies who have previously done this and hence they scored high in our selection criteria. 
At present we have therefore not shortlisted ICAlps. We have not however made our final decision and may want to come back for further discussions. Sorry it’s not better news.
",NULL,00:00.0,00:00.0,Lost,Negotiating,950000,0,NULL,00:00.0,28,57:42.0,27,32:11.0,32:11.0,NULL,0,32:11.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6081,11664,14079,31,1,RFI pour ASIC control Radio,NULL,NULL,NULL,RFI à venir de Thales pour dev RTL => GDSII + gestion de la SCM,NULL,00:00.0,NULL,Abandonne,Evaluation technique,2300000,50,NULL,00:00.0,28,19:38.0,27,54:24.0,54:24.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6082,3179,3284,27,1,ACQ2G: nouveau perimètre,Preetude,NULL,NULL,"Nouveau périmètre.
75 k€ reportés de la précédente offre + 66 k€ d'extension de budget",NULL,00:00.0,00:00.0,Won,Negotiating,66000,100,NULL,00:00.0,28,25:05.0,27,02:08.0,02:08.0,NULL,0,33:48.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6083,4247,19104,27,NULL,GRENAT,FTK,NULL,NULL,Implémentation physique et SC,NULL,00:00.0,00:00.0,Won,Negotiating,2038000,100,NULL,00:00.0,27,04:37.0,27,49:45.0,49:45.0,NULL,2038500,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,2038000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6084,17208,19159,27,1,ASIC HV developement and supply,NULL,NULL,NULL,"- of the 500+ outputs, 90% is high voltage outputs and 10% is I/O. From the 10% only 20% is digital. 
- Analog output currents  are 8mA per output
- The signal accuracy could be estimated at around 5% current source source accuracy, 200mV max tolerance on high voltage output.
- The HV voltage IO must leave on one side of the asic only. The bumps can be staggered in more rows. The Voltage Common Collector  supply voltage is 50V
- Size of the two ASICs is larger than the usable reticle space",NULL,00:00.0,00:00.0,Lost,Identification,0,0,NULL,00:00.0,28,51:08.0,27,33:32.0,33:32.0,NULL,0,33:32.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6085,3179,3284,27,1,GENESIS: ASIC (Moduleus),FTK,NULL,NULL,"Developpement potentiel de 2 ASIC pour une nouvelle application

Specification à confirmer.
----
Projet Abandonné : il sera réalisé en COTS.",NULL,00:00.0,00:00.0,Abandonne,Identification,0,0,NULL,00:00.0,28,52:52.0,27,54:20.0,54:20.0,NULL,0,33:48.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6086,1074,19175,27,1,RFI for 1 to 2 FPGA design,Desogn_Service,NULL,NULL,"RFI à recevoir
---
Thierry a reprit le compte.",NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,28,54:06.0,27,54:28.0,54:28.0,NULL,0,36:07.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6088,1076,1119,27,NULL,ACAMAR FPGA (fonction sup),Desogn_Service,NULL,NULL,Fonction supplémentaire du FPGA,NULL,00:00.0,NULL,Abandonne,Construction offre,7500,90,NULL,00:00.0,27,50:18.0,27,54:38.0,54:38.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6089,1115,1137,27,NULL,ASIC empreinte,FTK,NULL,NULL,ASIC pour aller avec leur capteur,NULL,00:00.0,NULL,Abandonne,Identification,0,10,NULL,00:00.0,27,51:34.0,27,54:49.0,54:49.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6090,3179,3284,27,1,Pré-étude PULSE v2,Preetude,NULL,NULL,"Pré-étude pour une deuxième version de PULSE.
Objectif : Réduction de taille, réduction de consommation

Sera à faire sur Mars, Avril, Mai 2020 => décalée car changement de priorité

=>Pas d'actualité à fin 2020. probablement remis à 2022 ou plus tard.",NULL,00:00.0,00:00.0,Abandonne,Identification,0,1,NULL,00:00.0,28,59:22.0,27,54:56.0,54:56.0,NULL,0,33:48.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6091,3179,3284,27,1,Reprise PULSE,FTK,NULL,NULL,"Reprise du circuit PULSE v1.1 suite préétude.
Option Mfix et Reprise",NULL,00:00.0,00:00.0,Won,Negotiating,155000,100,NULL,00:00.0,28,01:06.0,27,05:00.0,05:00.0,NULL,0,33:48.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6092,3179,3284,27,1,Reprise ACQ,FTK,NULL,NULL,proposition Mfix et Reprise de ACQ.,NULL,00:00.0,00:00.0,Won,Negotiating,199000,100,NULL,00:00.0,28,02:08.0,27,04:53.0,04:53.0,NULL,0,33:48.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6093,10391,19199,27,NULL,Gemma,Desogn_Service,NULL,NULL,Consulting,NULL,00:00.0,00:00.0,Won,Negotiating,57000,100,NULL,00:00.0,27,29:40.0,27,04:46.0,04:46.0,NULL,57000,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,57000,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6094,1074,19106,27,NULL,TANIA,NULL,NULL,NULL,FPGA. Perdu. On n'a pas le statut de PME,NULL,00:00.0,NULL,Lost,Negotiating,220000,1,NULL,00:00.0,27,30:48.0,27,26:12.0,26:12.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6095,4196,4303,27,1,ASIC NEKKAR,FTK,NULL,NULL,"Développement ASIC Analogique suite étude de faisabilité
---
Le cout d'un ASIC n'est pas justifié car les volume sont trop faible et le ROI ne serait pas assuré.
Pas de contrainte technique dure suffisante pour justifier le cout de développement.

Serait envisageable pour la 2ème génération du DM visant la pédiatrie et où les contraintes de taille du DM seraient importantes.",NULL,00:00.0,NULL,Abandonne,Negotiating,985000,1,NULL,00:00.0,28,08:30.0,27,55:11.0,55:11.0,NULL,0,33:53.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6097,9016,10684,27,1,PYX01: Consulting Services,Desogn_Service,NULL,NULL,"Régie layout Backend

35 jours de presta à 580 €",NULL,00:00.0,00:00.0,Won,Negotiating,23500,100,NULL,00:00.0,28,45:19.0,27,04:36.0,04:36.0,NULL,0,36:07.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6098,9027,10712,27,NULL,URKAB,NULL,NULL,NULL,Reprise layout digital,NULL,00:00.0,NULL,Lost,Negotiating,15000,50,NULL,00:00.0,27,31:11.0,27,58:03.0,58:03.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6099,3176,3278,27,1,ASICALPS,FTK,NULL,NULL,Sous traitance dans le cadre du projet IPCEI pour le design et l'implémentation d'un ASIC MCU ultra low power en ST 28 FDSOI.,NULL,00:00.0,NULL,Abandonne,Negotiating,120000,50,NULL,00:00.0,28,26:04.0,27,55:27.0,55:27.0,NULL,0,34:30.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6100,17230,19197,27,1,ASIC pour jouet Lynxsemi,NULL,NULL,NULL,"ASIC de pilotage batterie + MCU + ecran pour application de jouet électronique.
Objectif de ultra low cost.
---
PERDUE : 2 fois plus cher qu'offre alternative.",NULL,00:00.0,NULL,Lost,Negotiating,530000,5,NULL,00:00.0,28,28:44.0,27,34:02.0,34:02.0,NULL,0,34:02.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6101,17253,19242,27,1,EPSILON Préétude,Preetude,NULL,NULL,"Etude de faisabilité pour implant orthopedique pour surveillance de la cicatrisation des os.
--
ASIC pas considéré pour l'instant = Abandonnée",NULL,00:00.0,NULL,Abandonne,Qualified,40000,1,NULL,00:00.0,28,30:30.0,27,18:15.0,18:15.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6103,7980,9578,27,NULL,EM02,Desogn_Service,NULL,NULL,Besoin de 2 logic et un layout pour 2 mois,NULL,00:00.0,NULL,Abandonne,Negotiating,52000,30,NULL,00:00.0,27,38:16.0,27,53:49.0,53:49.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6104,1071,1041,27,NULL,SUBRA - Préétude ADC,Preetude,NULL,NULL,Préétude ADC high resolution,NULL,00:00.0,NULL,Abandonne,Negotiating,67000,80,NULL,00:00.0,27,42:43.0,27,55:35.0,55:35.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6105,1071,1041,27,NULL,SUBRA - préétude SoC,Preetude,NULL,NULL,Préétude SoC,NULL,00:00.0,NULL,Abandonne,Negotiating,40000,50,NULL,00:00.0,27,44:12.0,27,55:43.0,55:43.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6107,6899,8408,27,NULL,TOLIMAN - Préétude,Preetude,NULL,NULL,Préétude projet ASIC,NULL,00:00.0,NULL,Abandonne,Construction offre,40000,20,NULL,00:00.0,27,53:34.0,27,55:53.0,55:53.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6108,6899,8408,27,NULL,TOLIMAN - Design,FTK,NULL,NULL,Design ASIC,NULL,00:00.0,NULL,Abandonne,Qualified,2200000,10,NULL,00:00.0,27,54:45.0,27,56:05.0,56:05.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6109,4287,19251,27,NULL,STAR01,Desogn_Service,NULL,NULL,Testchip en 28FDSOI,NULL,00:00.0,NULL,Abandonne,Negotiating,286650,90,NULL,00:00.0,27,57:07.0,27,56:15.0,56:15.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6110,12057,14922,27,NULL,I2C slave custom,NULL,NULL,NULL,I2C slave custom,NULL,00:00.0,NULL,Lost,Negotiating,60000,50,NULL,00:00.0,27,23:11.0,27,23:16.0,23:16.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6111,12067,14941,31,1,Program ORCA,NULL,NULL,NULL,"Au 20/05/2021: mail de Wayne indiquant redéfinition du périmètre projet en cours avec peu de visibilité sur une date de démarrage => re-passage en 01-identification...

Développement de bloc IP analog et digital
- ADC 16bit
- DAC 8 bit (en courant)
- DAC 7 bit (en courant)
- interface SPI/I2C/JTAG/SENT/OPT ctrl",NULL,00:00.0,NULL,Abandonne,Identification,0,0,NULL,00:00.0,28,48:12.0,31,44:17.0,44:17.0,NULL,0,NULL,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2
6112,12067,14941,27,1,Partition Digital STINGRAY,Desogn_Service,NULL,NULL,"projet de partition digital pour un circuit de détection de courant.
Client final Tesla et intermédiaire Murata.

Plus de projet coté client",NULL,00:00.0,NULL,Abandonne,Identification,0,1,NULL,00:00.0,28,51:03.0,27,56:22.0,56:22.0,NULL,0,33:09.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
6113,9016,10684,27,1,PYX02: régie dev digital,Desogn_Service,NULL,NULL,2 à 3 personnes sur 2 mois en développement digital,NULL,00:00.0,NULL,Abandonne,Identification,55000,1,NULL,00:00.0,28,01:24.0,27,56:32.0,56:32.0,NULL,0,36:07.0,NULL,NULL,-2147483640,NULL,NULL,2,2,NULL,NULL,NULL,2,0,2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,2
