icalps_deal_id,dealname,icalps_dealforecast,icalps_dealcertainty,icalps_dealtype,icalps_dealsource,icalps_dealnotes,icalps_dealcategory,icalps_deal_created_date,closedate,hubspot_owner_id,icalps_originalstage,icalps_original_status,icalps_transformation_notes,pipeline,dealstage,amount,weighted_amount,company_association_id,contact_association_id,hubspot_company_id,hubspot_contact_id,import_batch,import_status,validation_status
7510,SAMOA,3150000.0,10,FTK,,Medical,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,3150000.0,315000.0,21029,25747.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7511,Implant monitoring hydrocéphalie,0.0,0,FTK,,"Cf CR du 23/04/2024

Avec probablement une phase de faisabilité pour commencer

Société en liquidation depuis 09/24",Opportunity,2025-09-18 08:53:00,2025-09-18,31,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,21044,25763.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7512,Quemenes ASIC,450000.0,1,FTK,,Proto,Opportunity,2025-09-18 15:04:00,2025-09-18,27,Identification,In Progress,Mapped to Sales Pipeline,Icalps_hardware,1116419644,450000.0,4500.0,20933,25737.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7513,Flores - WP2- Testchip,1100000.0,10,Desogn_Service,,Offre à mettre à jour après le WP1,Opportunity,,2025-09-18,39,Identification,In Progress,Mapped to Sales Pipeline,Icalps_hardware,1116419644,1100000.0,110000.0,20982,,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7514,3 licences X100 pour 3 mois,21400.0,100,Desogn_Service,,"Installation de 3 licences X100 sur le serveur pour Wisekey et ce pour une durée de 3 mois
ou installation de 8 Questa Sim pour 1 mois + 4 questa pour 2 mois (options 2 et 3)",Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,21400.0,21400.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7515,REDA100G ASIC,10920000.0,0,FTK,,"complete design up to industrialization (ball park)

MAJ ce 13/06 avec boitier BGA qu'avec l'ASIC + IP de Synosys",Opportunity,2025-09-18 06:15:00,2025-09-18,31,Negotiating,Lost,Deal closed as lost,Icalps_hardware,12096415,10920000.0,0.0,18600,25616.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7516,Avenant 23,45170.0,100,FTK,,Finalisation TPEC,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,45170.0,45170.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7517,WESAT-DB130-Amd1,20000.0,100,Desogn_Service,,Add work,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,20000.0,20000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7518,ASIC,0.0,5,FTK,,ASIC pour pacemaker,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,21037,25756.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7519,Suze (2 ASICs dans ZeUS),2558000.0,100,FTK,,"avec RADICUS2 (v2 de Radicus pour sonde ICE)
+ ASIC pour échographie cardiaque ou transoesophagienne
+ ASIC neurostimulation",Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,2558000.0,2558000.0,3187,3293.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7520,Mérapi,995000.0,55,Desogn_Service,,"avec USB pour application type Yubikey
sur la base d'un dérivé du circuit Vésuve
Position du client de démarrer ce projet sur fond propre, potentiellement avant fin Q2-25

Mise en sommeil 17/04/2025 car manifestement nouvelle priorité SEALSQ via leur plateforme et le fait que Goggle ne passe pas commande à ce stade ...
A suivre",Opportunity,,2025-09-18,31,Construction offre,Sleap,Deal on hold (Sleap),Icalps_hardware,1116419647,995000.0,547250.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7521,Design & verification,1000000.0,49,Desogn_Service,,"Le service juridique de Cap Gemini en Espagne a fait une due diligence auprès de OpenChip et ils auraient/ont trouvé des malversations entre OpenChip et certaines personnes dans des instances étatiques en Espagne (corruption ou rétro commission ou quelque chose du genre).
",Opportunity,,2025-09-18,39,Evaluation technique,Abandonne,Default mapping applied,Icalps_hardware,1116419644,1000000.0,490000.0,21048,25770.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7522,MOLENE-WP1,90000.0,80,Desogn_Service,,Conception d'un ASIC,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,90000.0,72000.0,21054,25778.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7523,PEGASUS - WP1 Specification,60000.0,100,FTK,,"BCI (Brain Computer Interface) ASIC
WP1- 60k€
WP2 Design 700k€
WP3 Prototyping 600k€
WP4- Industrialization 750k€",Opportunity,,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,60000.0,60000.0,21056,25779.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7524,15 cartes de proto Charav1b + accéléro,13400.0,100,FTK,,"Tout est dans le titre ...
Cartes comme celles livrées en Q1'24",Opportunity,2025-09-18 12:37:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,13400.0,13400.0,3176,25780.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7525,URANUS 2 amendment 2,122880.0,100,Desogn_Service,,Commande supplémentaire pour finir le projet,Opportunity,2025-09-18 17:17:00,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,122880.0,122880.0,11778,,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7526,SCM SEISAD WP1,8000.0,100,Production,,Reprise de la supply chain d'un ASIC conçu par EESY-IC,Opportunity,2025-09-18 05:02:00,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,8000.0,8000.0,1071,1041.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7527,QUISTI,460000.0,1,Desogn_Service,,"Besoin de personne pour projet 22FDX

Ils ont regardé sur la seconde quinzaine les 4 offres reçues : on a été classé en 3ème position. 
•	On est très bien sur l’expérience (grenat) et la qualité des échanges
•	Notre offre était compétitive
•	Par contre, ce qui a été contre nous :
o	Tape out souhaité en décembre (nous étions sur un tape out en février)
o	On ne pouvait pas début début août 
o	Et ils ont jugé que l’on était trop petit et que si un de nos designers avait un problème, c’était un risque…
Je ne sais pas qui ils ont retenu mais ils ont commencé début août avec eux.

Je vais suivre pour savoir si le tape-out a bien été fait comme annoncé
",Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,460000.0,4600.0,21052,25774.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7528,MOLENE-WP2 Design,850000.0,80,Desogn_Service,,Design,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,850000.0,680000.0,21054,25778.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7529,ASIC Switch ETH,10000000.0,0,FTK,,"Switch Eth avec 8 x 10 G + 2 x 40 G ....
Discussion préliminaires avec Ceragon via Adi pour pousser une étude de faisabilité

Et échanges avec fournisseurs IP Switch (Packet Architects et ComCores) pour le core de l'ASIC + autres IPs d'interfaces similaires à REDA

Décision qui ne se prend pas côté client - à voir quand le besoin se fera à nouveau voir",Opportunity,,2025-09-18,31,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,10000000.0,0.0,21018,25742.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7530,MIRZA- WP7 à WP9,200000.0,100,FTK,,"Ajout de 3 WP pour
- prototypage FPGA
- nouvelles fonctionalités
- IP LVDS",Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,200000.0,200000.0,20946,25625.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7531,GRENAT-Avenant 21 - Commande 2 nouveaux Patterns,3700.0,100,FTK,,Commande 2 nouveaux Patterns,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,3700.0,3700.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7532,ASIC Photonics,0.0,1,Desogn_Service,,"Photonic Driver Testchip, project OLGA",Opportunity,2025-09-18 05:14:00,2025-09-18,39,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,4282,4519.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7533,WESAT-DB130-Amd2,15000.0,100,Desogn_Service,,Add work,Opportunity,2025-09-18 03:08:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,15000.0,15000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7534,ISIDA,20250000.0,40,FTK,,Design à Indus,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Default mapping applied,Icalps_hardware,1116419644,20250000.0,8100000.0,1132,1175.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7535,Lot Prod 10 et 11,415837.8,100,Production,,2 lots,Opportunity,2025-09-18 15:37:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,415837.8,415837.8,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7536,Lot Production 10 et 11 - Marge,21000.0,100,Production,,Marge sur lot 10 et 11,Opportunity,2025-09-18 20:53:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,21000.0,21000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7537,P&R et Top test chip,0.0,1,Desogn_Service,,Gros projet,Opportunity,2025-09-18 23:13:00,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,9027,10708.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7538,Chara-v1b-Pré-indus,25000.0,100,FTK,,Finalisation de 3 wafers,Opportunity,2025-09-18 19:22:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,25000.0,25000.0,3176,25780.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7539,Support pour faisabilité,0.0,1,Preetude,,Projet iDémo,Study,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_service,1116269223,0.0,0.0,19802,25782.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7540,Besoin sous système numérique,0.0,30,Desogn_Service,,I2C + RTL,Opportunity,,2025-09-18,27,Evaluation technique,NoGo,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,21065,25790.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7541,TTT03,500000.0,10,Desogn_Service,,Tetha + Talita en N3,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,500000.0,50000.0,9103,25588.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7542,CROZET - WP1,100000.0,0,Preetude,,"ASIC Switch ETH Faisabilité pour ASIC complet

Décision qui ne se prend pas côté client - à voir quand le besoin se fera à nouveau voir",Study,2025-09-18 02:23:00,2025-09-18,31,Negotiating,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_service,1116269223,100000.0,0.0,21018,25742.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7543,Chara v1b - Préindus avec EWS et qualif WLCSP,286000.0,100,FTK,,"mise en place solution de qualif pour puces WLCSP sur socket + qualif sur une soixantaine de circuits
mise en place de la solution EWS et tests de 2 wafers puis livraison en tape & reel",Opportunity,2025-09-18 05:41:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,286000.0,286000.0,3176,25780.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7544,WESAT-DB130-Amd2-V2,25000.0,100,Desogn_Service,,Version avec nouveau RTL,Opportunity,2025-09-18 15:32:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,25000.0,25000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7545,Preindus Charav1b - WP7a,14000.0,49,FTK,,Option pour spare probe card EWS,Opportunity,,2025-09-18,31,Negotiating,In Progress,Mapped to Sales Pipeline,Icalps_hardware,1116419647,14000.0,6860.0,3176,25780.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7546,MIRZA - WP7 + 8 + 9,200000.0,100,FTK,,"Tâches supplémentaires avec 
- prototypage FPGA (WP7)
- ajout de fonctions (WP8)
- Travaux LVDS (WP9)",Opportunity,2025-09-18 00:43:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,200000.0,200000.0,20946,25625.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7547,Addendum Change request DC/DC-UART,110000.0,100,Desogn_Service,,120k$,Opportunity,,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,110000.0,110000.0,20942,25618.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7548,Uranus2 -Amendment 3,19200.0,100,Desogn_Service,,20 jours supplémentaires,Opportunity,2025-09-18 21:05:00,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,19200.0,19200.0,11778,,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7549,SUMBA - Faisabilité IP petite,40000.0,0,Desogn_Service,,"Réutilisation des éléments pour une version plus simple mais avec une criticité sur la taille de la puce

Démarrage par une phase de faisabilité car le client demande aussi de réduire le nombre de layer avec lib moins de tracks (économiser sur prix masques et wafers)",Opportunity,,2025-09-18,31,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,40000.0,0.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7550,ZLARIN,83000.0,100,Desogn_Service,,Essais de synthese,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,83000.0,83000.0,21067,25794.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7551,Grenat - Lot 12-13,428660.41,100,Production,,Commande de 2 lots Supplémentaires,Opportunity,2025-09-18 05:06:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,428660.41,428660.41,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7552,VULCANO II,2625000.0,49,FTK,,Gate Drive Booster ASIC for power semiconductors,Opportunity,,2025-09-18,39,Negotiating,Sleap,Deal on hold (Sleap),Icalps_hardware,1116419647,2625000.0,1286250.0,20954,,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7553,VULCANO I,2000000.0,1,FTK,,Isolated DC/DC transformer driver for automotive application,Opportunity,,2025-09-18,39,Construction offre,Sleap,Deal on hold (Sleap),Icalps_hardware,1116419647,2000000.0,20000.0,20954,,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7554,UCIe,0.0,1,Desogn_Service,,Développement d'un IP UCIe,Opportunity,2025-09-18 03:57:00,2025-09-18,27,Identification,NoGo,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,4345,4750.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7555,CSI2,0.0,1,Desogn_Service,,Développement IP Phy et CTRL en ST130IMG,Opportunity,2025-09-18 07:58:00,2025-09-18,27,Identification,NoGo,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,4305,25766.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7556,Grenat - Marge lot 12 et 13,21000.0,100,Production,,Marges prod,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,21000.0,21000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7557,Miniaturisation POC,25000.0,25,FTK,,"Suite présentation du 27/08 au MIC SMH
Besoin de réfléchir à miniaturisation pour leur patch NO / NO2-
Avec potentiellement étude de faisabilité sur Q4'24 pour qu'ils puissent avoir les éléments pour leur dépôt de iDemo

Repoussé de 3 mois tous les 3 mois ... peut-être des choses après l'été 2025 ... ?",Opportunity,,2025-09-18,31,Negotiating,Sleap,Deal on hold (Sleap),Icalps_hardware,1116419647,25000.0,6250.0,21073,25805.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7558,Wezen - Amendment 3 - RNG Charac,35000.0,49,Desogn_Service,,"Characterization of Customer RNG

Mise au budget pour 2025 ...",Opportunity,2025-09-18 16:49:00,2025-09-18,31,Negotiating,In Progress,Mapped to Sales Pipeline,Icalps_hardware,1116419647,35000.0,17150.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7559,extra EDA,24000.0,100,FTK,,licences simulation + pack analogique,Opportunity,2025-09-18 13:26:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,24000.0,24000.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7560,ASIC PM,2500000.0,1,FTK,,Besoin ASIC HV,Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,2500000.0,25000.0,21071,25800.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7561,VESAT-WP3,700000.0,1,Desogn_Service,,Démonstrateur FPGA,Opportunity,,2025-09-18,27,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,700000.0,7000.0,19754,24442.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7562,GRENAT-Avenant 24,60000.0,100,FTK,,Carte de test additionnelle,Opportunity,2025-09-18 06:03:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,60000.0,60000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7563,VEZAD3-Handoff,20000.0,100,Desogn_Service,,Hand-off au temps passé,Opportunity,2025-09-18 07:53:00,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,20000.0,20000.0,17566,19963.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7564,WEZEN - support indus WP3,100000.0,100,Desogn_Service,,"Travaux au temps passé avec :
- 50 k€ pour livraisons à fin 09/24
- 50 k€ pour livraison en 02/25",Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,100000.0,100000.0,2153,2217.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7565,RADICUS - prototypage MLM,267000.0,100,FTK,,Startégie MLM plutôt que MPW afin d'avoir des wafers complets et pouvoir tester jusqu'à 400 circuits bons pour montage sur sonde US,Opportunity,,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,267000.0,267000.0,3187,3293.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7566,MIRZA Avenant 3,10.0,100,FTK,,"Selon le nouveau plan demandé par ID4US

Redistribution des tâches, planning, et plan de facturation ...",Opportunity,2025-09-18 17:52:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,10.0,10.0,20946,25625.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7567,PEGASUS - WP2- ASIC Design kick-off,200000.0,100,FTK,,"Design only.
Prototyping and industrialization in WP3 & WP4
Order for month 1 while negotiating the contract",Opportunity,,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,200000.0,200000.0,21085,26814.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7568,ASIC Cryptomining,0.0,1,FTK,,"CY-KOR, une startup spécialisée dans le minage de crypto-monnaies (cryptomining).
L'entreprise souhaite déployer une solution d'accélération disruptive capable de
réduire les exigences en mémoire d’un algorithme de hachage cible.
L'objectif du projet est d'implémenter cette solution d’accélération dans une
architecture ASIC existante, ou de concevoir une nouvelle architecture si nécessaire.
Cette approche holistique, combinant matériel et logiciel, vise à réaliser des gains
significatifs en matière de performances et d'efficacité dans le processus de hachage.",Opportunity,,2025-09-18,39,Identification,NoGo,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,21082,26810.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7569,Wallis - Blocs,0.0,25,Desogn_Service,,Conception et layout de blocs,Opportunity,,2025-09-18,27,Qualified,Abandonne,Default mapping applied,Icalps_hardware,1116419644,0.0,0.0,15153,18072.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7570,EM03,0.0,20,Desogn_Service,,Besoin 1 personne en conception et 2 en validation,Opportunity,,2025-09-18,27,Evaluation technique,Abandonne,Default mapping applied,Icalps_hardware,1116419644,0.0,0.0,7980,26809.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7571,WESAT-DB130-Amdt3,20000.0,100,Desogn_Service,,Essais de synthèse,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,20000.0,20000.0,18686,23167.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7572,Grenat-Avenant 25 (TPEC2),30000.0,100,FTK,,2ème version du TPEC,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,30000.0,30000.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7573,Grenat - Régul TPEC,8100.0,100,FTK,,Régularisation d'heures,Opportunity,,2025-09-18,27,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,8100.0,8100.0,4247,19104.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7574,DENEB-Avenant Top,157000.0,80,Desogn_Service,,Régularisation budget,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,157000.0,125600.0,4299,4629.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7575,PEGASUS - WP2 = ASIC Design Month 1,200000.0,100,FTK,,"Design only
Prototyping and industrialization in WP3 & WP4",Opportunity,2025-09-18 07:36:00,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,200000.0,200000.0,21085,26814.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7576,CYTHERE,950000.0,30,Desogn_Service,,Appel offre infructueux. ,Opportunity,,2025-09-18,27,Negotiating,Abandonne,Default mapping applied,Icalps_hardware,1116419644,950000.0,285000.0,2,26818.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7577,ASIC,0.0,1,FTK,,ASIC télépéage. RF + digital. Coût important,Opportunity,,2025-09-18,27,Identification,NoGo,Deal closed as lost,Icalps_hardware,12096415,0.0,0.0,11764,26817.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7578,P&R,215.0,1,Desogn_Service,,P&R en 7nm,Opportunity,,2025-09-18,27,Construction offre,Lost,Deal closed as lost,Icalps_hardware,12096415,215.0,2.15,19891,24533.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7579,ASIC,0.0,1,FTK,,ASIC pour minage,Opportunity,,2025-09-18,27,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,21087,26815.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7580,DARIUS Change Request,16000.0,100,Desogn_Service,,Avenant 4 à Mirza,Opportunity,2025-09-18 05:32:00,2025-09-18,31,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,16000.0,16000.0,20946,25625.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7581,PEGASUS - WP2 = ASIC Design Month 2,160000.0,100,FTK,,"Design only
Prototyping and industrialization in WP3 & WP4",Opportunity,,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,160000.0,160000.0,21085,26814.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7582,ADC pour application SONAR,0.0,0,FTK,,ADC haute précisions et basse conso pour applications SONAR (en comparaison avec la ref d'un circuit TI utilisé à ce jour),Opportunity,,2025-09-18,31,Qualified,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,18623,27845.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7583,ASIC pour client commun,0.0,5,FTK,,via un projet Eurostar pour financement,Opportunity,2025-09-18 02:56:00,2025-09-18,31,Identification,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,0.0,0.0,22107,27846.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7584,Addendum 2 UART VARIANT + ESD,52400.0,100,Desogn_Service,,"Addendum Change request, UART VARIANT + ESD",Opportunity,2025-09-18 05:06:00,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,52400.0,52400.0,20942,25618.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7585,IP DC/DC Automotive,1000000.0,1,Desogn_Service,,"IP DC/DC Automotive selon spécifications.
Projet abandonné",Opportunity,2025-09-18 09:59:00,2025-09-18,39,Construction offre,Abandonne,Moved to Closed Dead (abandoned + low certainty),Icalps_hardware,1116419650,1000000.0,10000.0,10263,12139.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
7586,PEGASUS - WP2 = ASIC Design Month 3,160000.0,100,FTK,,"Design only
Prototyping and industrialization in WP3 & WP4",Opportunity,,2025-09-18,39,Negotiating,Won,Deal successfully closed,Icalps_hardware,1116419649,160000.0,160000.0,21085,26814.0,TBD,TBD,icalps_migration_20250918_1203,READY,HUBSPOT_VALIDATED
