record_id,deal_name,pipeline,deal_stage,deal_status,transformation_notes,deal_amount,deal_forecast,deal_certainty,deal_type,deal_source,deal_brand,deal_notes,deal_category,deal_created_date,deal_close_date,deal_company_id,deal_contact_id,deal_owner,original_stage,original_status,processing_date
7485,Selon application client - ultralowpower - wearabl,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),1.0,1.0,1,FTK,,ICALPS,Gammao conçoit un dispositif de génération de courant par électrostatique. Possibilité de besoin selon application client,Opportunity,2025-09-18 07:26:00,2025-09-18,21006,25721.0,35,Identification,Abandonne,18/09/2025
7486,Capella-PMU-Validation SIP1,Sales Pipeline,Identified,In Progress,Default mapping applied,150000.0,150000.0,50,Desogn_Service,,ICALPS,Carac PMU,Opportunity,,2025-09-18,17484,25640.0,27,Construction offre,Abandonne,18/09/2025
7487,AT,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,Besoin de 4-5 personnes,Opportunity,,2025-09-18,1074,1046.0,27,Qualified,Abandonne,18/09/2025
7488,IZAR,Sales Pipeline,Qualified,In Progress,Mapped to Sales Pipeline,3100000.0,3100000.0,10,FTK,,ICALPS,ASIC,Opportunity,,2025-09-18,21009,25725.0,27,Qualified,In Progress,18/09/2025
7489,Design ECC&BIST pour SRAM TSMC 90nm.,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,"Design ECC&BIST pour SRAM TSMC 90nm.
Co-Design entre ams-OSRAM et un client",Opportunity,,2025-09-18,11778,,39,Identification,Abandonne,18/09/2025
7490,Migration FPGA to ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,FTK,,ICALPS,Migration FPGA to ASIC partner with DA-integrated,Opportunity,,2025-09-18,21013,25730.0,39,Identification,Abandonne,18/09/2025
7491,Implantable Device SoC Design Service,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,Implantable Device SoC Design Service,Opportunity,2025-09-18 02:17:00,2025-09-18,21012,25729.0,39,Identification,Abandonne,18/09/2025
7492,Alboran-Amendment1,Sales Pipeline,Closed Won,Won,Deal successfully closed,13000.0,13000.0,100,Desogn_Service,,ICALPS,Change request,Opportunity,2025-09-18 12:56:00,2025-09-18,10263,12139.0,39,Negotiating,Won,18/09/2025
7493,VEZAD3-P&R,Sales Pipeline,Closed Won,Won,Deal successfully closed,140000.0,140000.0,100,Desogn_Service,,ICALPS,Design,Opportunity,,2025-09-18,17566,19963.0,27,Negotiating,Won,18/09/2025
7494,QUEMENES,Sales Pipeline,Identified,In Progress,Default mapping applied,670000.0,670000.0,33,FTK,,ICALPS,ASIC,Opportunity,,2025-09-18,20933,25737.0,27,Construction offre,Abandonne,18/09/2025
7495,ASIC design,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,FTK,,ICALPS,Earbud,Opportunity,,2025-09-18,21023,25743.0,27,Identification,Abandonne,18/09/2025
7496,Support en 7nm,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,Besoin de 15 personnes,Opportunity,2025-09-18 22:26:00,2025-09-18,11945,25744.0,27,Identification,Abandonne,18/09/2025
7497,P&R en 12nm,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,Regardent pour projet en 2025,Opportunity,2025-09-18 23:34:00,2025-09-18,21011,25726.0,27,Identification,Abandonne,18/09/2025
7498,ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,FTK,,ICALPS,Projet à qualiifer,Opportunity,,2025-09-18,21015,25734.0,27,Identification,Abandonne,18/09/2025
7499,SALM-22FDX,Studies Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Preetude,,ICALPS,Nouvelle préétude,Study,,2025-09-18,1157,25707.0,27,Identification,Abandonne,18/09/2025
7500,Vildiur,Studies Pipeline,Closed Won,Won,Deal successfully closed,24000.0,24000.0,100,Preetude,,ICALPS,Étude en vue ASIC,Study,,2025-09-18,10299,19916.0,27,Negotiating,Won,18/09/2025
7501,URANUS 2 amendment,Sales Pipeline,Closed Won,Won,Deal successfully closed,181440.0,181440.0,100,Desogn_Service,,ICALPS,"Suite du projet, probablement au temps passé",Opportunity,2025-09-18 10:45:00,2025-09-18,11778,,39,Negotiating,Won,18/09/2025
7502,Migration production AMKOR,Sales Pipeline,Identified,In Progress,Default mapping applied,130000.0,130000.0,50,FTK,,ICALPS,Migration production AMKOR,Opportunity,,2025-09-18,4247,19104.0,27,Construction offre,Abandonne,18/09/2025
7503,CAPELLA-PMU-Validation MPW2,Sales Pipeline,Identified,In Progress,Default mapping applied,165000.0,165000.0,50,Desogn_Service,,ICALPS,Validation MPW2,Opportunity,,2025-09-18,17484,25640.0,27,Construction offre,Abandonne,18/09/2025
7504,CAPELLA-PMU-Validation Full Mask,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),100000.0,100000.0,10,Desogn_Service,,ICALPS,Validation PMU final,Opportunity,,2025-09-18,17484,25640.0,27,Construction offre,Abandonne,18/09/2025
7505,Services avec équipes 2 ETP,Sales Pipeline,Closed Won,Won,Deal successfully closed,240000.0,240000.0,100,Desogn_Service,,ICALPS,"d'avril à fin décembre 2024 dans la continuité de la collaboration avec Crocus avant rachat.
Au temps passé avec facturation mensuelle min de 25 k€ et max de 30 k€ (avec réduction sur la période estivale avec juillet:août comptabilisés comme 1 mois)",Opportunity,,2025-09-18,9061,25733.0,31,Negotiating,Won,18/09/2025
7506,TTT22B-WP1,Sales Pipeline,Closed Won,Won,Deal successfully closed,5000.0,5000.0,100,Desogn_Service,,ICALPS,Commande de l'analyse du DK,Opportunity,,2025-09-18,9103,10859.0,27,Negotiating,Won,18/09/2025
7507,SHAG-ValidPlan,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),15000.0,15000.0,0,Desogn_Service,,ICALPS,"Support & conseils pour Validation PLan, analyse de résultats dans labo SilMach, et proposition pour mise en place de tests industriels (wafer et circuits packagés)

0 news sur le besoin en dépit des relances ...",Opportunity,,2025-09-18,17205,25694.0,31,Negotiating,Abandonne,18/09/2025
7508,ASIC Design,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,0.0,0.0,10,FTK,,ICALPS,Asic,Opportunity,,2025-09-18,19850,24470.0,27,Qualified,NoGo,18/09/2025
7509,Wallis-Préétude,Sales Pipeline,Closed Won,Won,Deal successfully closed,100000.0,100000.0,100,FTK,,ICALPS,Analyse des points durs,Opportunity,,2025-09-18,15153,18072.0,27,Negotiating,Won,18/09/2025
7510,SAMOA,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),3150000.0,3150000.0,10,FTK,,ICALPS,Medical,Opportunity,,2025-09-18,21029,25747.0,27,Construction offre,Abandonne,18/09/2025
7511,Implant monitoring hydrocéphalie,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,0,FTK,,ICALPS,"Cf CR du 23/04/2024

Avec probablement une phase de faisabilité pour commencer

Société en liquidation depuis 09/24",Opportunity,2025-09-18 08:53:00,2025-09-18,21044,25763.0,31,Identification,Abandonne,18/09/2025
7512,Quemenes ASIC,Sales Pipeline,Identified,In Progress,Mapped to Sales Pipeline,450000.0,450000.0,1,FTK,,ICALPS,Proto,Opportunity,2025-09-18 15:04:00,2025-09-18,20933,25737.0,27,Identification,In Progress,18/09/2025
7513,Flores - WP2- Testchip,Sales Pipeline,Identified,In Progress,Mapped to Sales Pipeline,1100000.0,1100000.0,10,Desogn_Service,,ICALPS,Offre à mettre à jour après le WP1,Opportunity,,2025-09-18,20982,,39,Identification,In Progress,18/09/2025
7514,3 licences X100 pour 3 mois,Sales Pipeline,Closed Won,Won,Deal successfully closed,21400.0,21400.0,100,Desogn_Service,,ICALPS,"Installation de 3 licences X100 sur le serveur pour Wisekey et ce pour une durée de 3 mois
ou installation de 8 Questa Sim pour 1 mois + 4 questa pour 2 mois (options 2 et 3)",Opportunity,,2025-09-18,2153,2217.0,31,Negotiating,Won,18/09/2025
7515,REDA100G ASIC,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,10920000.0,10920000.0,0,FTK,,ICALPS,"complete design up to industrialization (ball park)

MAJ ce 13/06 avec boitier BGA qu'avec l'ASIC + IP de Synosys",Opportunity,2025-09-18 06:15:00,2025-09-18,18600,25616.0,31,Negotiating,Lost,18/09/2025
7516,Avenant 23,Sales Pipeline,Closed Won,Won,Deal successfully closed,45170.0,45170.0,100,FTK,,ICALPS,Finalisation TPEC,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7517,WESAT-DB130-Amd1,Sales Pipeline,Closed Won,Won,Deal successfully closed,20000.0,20000.0,100,Desogn_Service,,ICALPS,Add work,Opportunity,,2025-09-18,18686,23167.0,27,Negotiating,Won,18/09/2025
7518,ASIC,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,5,FTK,,ICALPS,ASIC pour pacemaker,Opportunity,,2025-09-18,21037,25756.0,27,Identification,Abandonne,18/09/2025
7519,Suze (2 ASICs dans ZeUS),Sales Pipeline,Closed Won,Won,Deal successfully closed,2558000.0,2558000.0,100,FTK,,ICALPS,"avec RADICUS2 (v2 de Radicus pour sonde ICE)
+ ASIC pour échographie cardiaque ou transoesophagienne
+ ASIC neurostimulation",Opportunity,,2025-09-18,3187,3293.0,31,Negotiating,Won,18/09/2025
7520,Mérapi,Sales Pipeline,Design Win,In Progress,Deal on hold (Sleap),995000.0,995000.0,55,Desogn_Service,,ICALPS,"avec USB pour application type Yubikey
sur la base d'un dérivé du circuit Vésuve
Position du client de démarrer ce projet sur fond propre, potentiellement avant fin Q2-25

Mise en sommeil 17/04/2025 car manifestement nouvelle priorité SEALSQ via leur plateforme et le fait que Goggle ne passe pas commande à ce stade ...
A suivre",Opportunity,,2025-09-18,2153,2217.0,31,Construction offre,Sleap,18/09/2025
7521,Design & verification,Sales Pipeline,Identified,In Progress,Default mapping applied,1000000.0,1000000.0,49,Desogn_Service,,ICALPS,"Le service juridique de Cap Gemini en Espagne a fait une due diligence auprès de OpenChip et ils auraient/ont trouvé des malversations entre OpenChip et certaines personnes dans des instances étatiques en Espagne (corruption ou rétro commission ou quelque chose du genre).
",Opportunity,,2025-09-18,21048,25770.0,39,Evaluation technique,Abandonne,18/09/2025
7522,MOLENE-WP1,Sales Pipeline,Identified,In Progress,Default mapping applied,90000.0,90000.0,80,Desogn_Service,,ICALPS,Conception d'un ASIC,Opportunity,,2025-09-18,21054,25778.0,27,Negotiating,Abandonne,18/09/2025
7523,PEGASUS - WP1 Specification,Sales Pipeline,Closed Won,Won,Deal successfully closed,60000.0,60000.0,100,FTK,,ICALPS,"BCI (Brain Computer Interface) ASIC
WP1- 60k€
WP2 Design 700k€
WP3 Prototyping 600k€
WP4- Industrialization 750k€",Opportunity,,2025-09-18,21056,25779.0,39,Negotiating,Won,18/09/2025
7524,15 cartes de proto Charav1b + accéléro,Sales Pipeline,Closed Won,Won,Deal successfully closed,13400.0,13400.0,100,FTK,,ICALPS,"Tout est dans le titre ...
Cartes comme celles livrées en Q1'24",Opportunity,2025-09-18 12:37:00,2025-09-18,3176,25780.0,31,Negotiating,Won,18/09/2025
7525,URANUS 2 amendment 2,Sales Pipeline,Closed Won,Won,Deal successfully closed,122880.0,122880.0,100,Desogn_Service,,ICALPS,Commande supplémentaire pour finir le projet,Opportunity,2025-09-18 17:17:00,2025-09-18,11778,,39,Negotiating,Won,18/09/2025
7526,SCM SEISAD WP1,Sales Pipeline,Closed Won,Won,Deal successfully closed,8000.0,8000.0,100,Production,,ICALPS,Reprise de la supply chain d'un ASIC conçu par EESY-IC,Opportunity,2025-09-18 05:02:00,2025-09-18,1071,1041.0,39,Negotiating,Won,18/09/2025
7527,QUISTI,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,460000.0,460000.0,1,Desogn_Service,,ICALPS,"Besoin de personne pour projet 22FDX

Ils ont regardé sur la seconde quinzaine les 4 offres reçues : on a été classé en 3ème position. 
•	On est très bien sur l’expérience (grenat) et la qualité des échanges
•	Notre offre était compétitive
•	Par contre, ce qui a été contre nous :
o	Tape out souhaité en décembre (nous étions sur un tape out en février)
o	On ne pouvait pas début début août 
o	Et ils ont jugé que l’on était trop petit et que si un de nos designers avait un problème, c’était un risque…
Je ne sais pas qui ils ont retenu mais ils ont commencé début août avec eux.

Je vais suivre pour savoir si le tape-out a bien été fait comme annoncé
",Opportunity,,2025-09-18,21052,25774.0,27,Construction offre,Lost,18/09/2025
7528,MOLENE-WP2 Design,Sales Pipeline,Identified,In Progress,Default mapping applied,850000.0,850000.0,80,Desogn_Service,,ICALPS,Design,Opportunity,,2025-09-18,21054,25778.0,27,Negotiating,Abandonne,18/09/2025
7529,ASIC Switch ETH,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),10000000.0,10000000.0,0,FTK,,ICALPS,"Switch Eth avec 8 x 10 G + 2 x 40 G ....
Discussion préliminaires avec Ceragon via Adi pour pousser une étude de faisabilité

Et échanges avec fournisseurs IP Switch (Packet Architects et ComCores) pour le core de l'ASIC + autres IPs d'interfaces similaires à REDA

Décision qui ne se prend pas côté client - à voir quand le besoin se fera à nouveau voir",Opportunity,,2025-09-18,21018,25742.0,31,Identification,Abandonne,18/09/2025
7530,MIRZA- WP7 à WP9,Sales Pipeline,Closed Won,Won,Deal successfully closed,200000.0,200000.0,100,FTK,,ICALPS,"Ajout de 3 WP pour
- prototypage FPGA
- nouvelles fonctionalités
- IP LVDS",Opportunity,,2025-09-18,20946,25625.0,31,Negotiating,Won,18/09/2025
7531,GRENAT-Avenant 21 - Commande 2 nouveaux Patterns,Sales Pipeline,Closed Won,Won,Deal successfully closed,3700.0,3700.0,100,FTK,,ICALPS,Commande 2 nouveaux Patterns,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7532,ASIC Photonics,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,"Photonic Driver Testchip, project OLGA",Opportunity,2025-09-18 05:14:00,2025-09-18,4282,4519.0,39,Identification,Abandonne,18/09/2025
7533,WESAT-DB130-Amd2,Sales Pipeline,Closed Won,Won,Deal successfully closed,15000.0,15000.0,100,Desogn_Service,,ICALPS,Add work,Opportunity,2025-09-18 03:08:00,2025-09-18,18686,23167.0,27,Negotiating,Won,18/09/2025
7534,ISIDA,Sales Pipeline,Identified,In Progress,Default mapping applied,20250000.0,20250000.0,40,FTK,,ICALPS,Design à Indus,Opportunity,,2025-09-18,1132,1175.0,27,Construction offre,Abandonne,18/09/2025
7535,Lot Prod 10 et 11,Sales Pipeline,Closed Won,Won,Deal successfully closed,415837.8,415837.8,100,Production,,ICALPS,2 lots,Opportunity,2025-09-18 15:37:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7536,Lot Production 10 et 11 - Marge,Sales Pipeline,Closed Won,Won,Deal successfully closed,21000.0,21000.0,100,Production,,ICALPS,Marge sur lot 10 et 11,Opportunity,2025-09-18 20:53:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7537,P&R et Top test chip,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Desogn_Service,,ICALPS,Gros projet,Opportunity,2025-09-18 23:13:00,2025-09-18,9027,10708.0,27,Identification,Abandonne,18/09/2025
7538,Chara-v1b-Pré-indus,Sales Pipeline,Closed Won,Won,Deal successfully closed,25000.0,25000.0,100,FTK,,ICALPS,Finalisation de 3 wafers,Opportunity,2025-09-18 19:22:00,2025-09-18,3176,25780.0,31,Negotiating,Won,18/09/2025
7539,Support pour faisabilité,Studies Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),0.0,0.0,1,Preetude,,ICALPS,Projet iDémo,Study,,2025-09-18,19802,25782.0,27,Identification,Abandonne,18/09/2025
7540,Besoin sous système numérique,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,0.0,0.0,30,Desogn_Service,,ICALPS,I2C + RTL,Opportunity,,2025-09-18,21065,25790.0,27,Evaluation technique,NoGo,18/09/2025
7541,TTT03,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),500000.0,500000.0,10,Desogn_Service,,ICALPS,Tetha + Talita en N3,Opportunity,,2025-09-18,9103,25588.0,27,Negotiating,Abandonne,18/09/2025
7542,CROZET - WP1,Studies Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),100000.0,100000.0,0,Preetude,,ICALPS,"ASIC Switch ETH Faisabilité pour ASIC complet

Décision qui ne se prend pas côté client - à voir quand le besoin se fera à nouveau voir",Study,2025-09-18 02:23:00,2025-09-18,21018,25742.0,31,Negotiating,Abandonne,18/09/2025
7543,Chara v1b - Préindus avec EWS et qualif WLCSP,Sales Pipeline,Closed Won,Won,Deal successfully closed,286000.0,286000.0,100,FTK,,ICALPS,"mise en place solution de qualif pour puces WLCSP sur socket + qualif sur une soixantaine de circuits
mise en place de la solution EWS et tests de 2 wafers puis livraison en tape & reel",Opportunity,2025-09-18 05:41:00,2025-09-18,3176,25780.0,31,Negotiating,Won,18/09/2025
7544,WESAT-DB130-Amd2-V2,Sales Pipeline,Closed Won,Won,Deal successfully closed,25000.0,25000.0,100,Desogn_Service,,ICALPS,Version avec nouveau RTL,Opportunity,2025-09-18 15:32:00,2025-09-18,18686,23167.0,27,Negotiating,Won,18/09/2025
7545,Preindus Charav1b - WP7a,Sales Pipeline,Design Win,In Progress,Mapped to Sales Pipeline,14000.0,14000.0,49,FTK,,ICALPS,Option pour spare probe card EWS,Opportunity,,2025-09-18,3176,25780.0,31,Negotiating,In Progress,18/09/2025
7546,MIRZA - WP7 + 8 + 9,Sales Pipeline,Closed Won,Won,Deal successfully closed,200000.0,200000.0,100,FTK,,ICALPS,"Tâches supplémentaires avec 
- prototypage FPGA (WP7)
- ajout de fonctions (WP8)
- Travaux LVDS (WP9)",Opportunity,2025-09-18 00:43:00,2025-09-18,20946,25625.0,31,Negotiating,Won,18/09/2025
7547,Addendum Change request DC/DC-UART,Sales Pipeline,Closed Won,Won,Deal successfully closed,110000.0,110000.0,100,Desogn_Service,,ICALPS,120k$,Opportunity,,2025-09-18,20942,25618.0,39,Negotiating,Won,18/09/2025
7548,Uranus2 -Amendment 3,Sales Pipeline,Closed Won,Won,Deal successfully closed,19200.0,19200.0,100,Desogn_Service,,ICALPS,20 jours supplémentaires,Opportunity,2025-09-18 21:05:00,2025-09-18,11778,,39,Negotiating,Won,18/09/2025
7549,SUMBA - Faisabilité IP petite,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),40000.0,40000.0,0,Desogn_Service,,ICALPS,"Réutilisation des éléments pour une version plus simple mais avec une criticité sur la taille de la puce

Démarrage par une phase de faisabilité car le client demande aussi de réduire le nombre de layer avec lib moins de tracks (économiser sur prix masques et wafers)",Opportunity,,2025-09-18,2153,2217.0,31,Qualified,Abandonne,18/09/2025
7550,ZLARIN,Sales Pipeline,Closed Won,Won,Deal successfully closed,83000.0,83000.0,100,Desogn_Service,,ICALPS,Essais de synthese,Opportunity,,2025-09-18,21067,25794.0,27,Negotiating,Won,18/09/2025
7551,Grenat - Lot 12-13,Sales Pipeline,Closed Won,Won,Deal successfully closed,428660.41,428660.41,100,Production,,ICALPS,Commande de 2 lots Supplémentaires,Opportunity,2025-09-18 05:06:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7552,VULCANO II,Sales Pipeline,Design Win,In Progress,Deal on hold (Sleap),2625000.0,2625000.0,49,FTK,,ICALPS,Gate Drive Booster ASIC for power semiconductors,Opportunity,,2025-09-18,20954,,39,Negotiating,Sleap,18/09/2025
7553,VULCANO I,Sales Pipeline,Design Win,In Progress,Deal on hold (Sleap),2000000.0,2000000.0,1,FTK,,ICALPS,Isolated DC/DC transformer driver for automotive application,Opportunity,,2025-09-18,20954,,39,Construction offre,Sleap,18/09/2025
7554,UCIe,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,0.0,0.0,1,Desogn_Service,,ICALPS,Développement d'un IP UCIe,Opportunity,2025-09-18 03:57:00,2025-09-18,4345,4750.0,27,Identification,NoGo,18/09/2025
7555,CSI2,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,0.0,0.0,1,Desogn_Service,,ICALPS,Développement IP Phy et CTRL en ST130IMG,Opportunity,2025-09-18 07:58:00,2025-09-18,4305,25766.0,27,Identification,NoGo,18/09/2025
7556,Grenat - Marge lot 12 et 13,Sales Pipeline,Closed Won,Won,Deal successfully closed,21000.0,21000.0,100,Production,,ICALPS,Marges prod,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7557,Miniaturisation POC,Sales Pipeline,Design Win,In Progress,Deal on hold (Sleap),25000.0,25000.0,25,FTK,,ICALPS,"Suite présentation du 27/08 au MIC SMH
Besoin de réfléchir à miniaturisation pour leur patch NO / NO2-
Avec potentiellement étude de faisabilité sur Q4'24 pour qu'ils puissent avoir les éléments pour leur dépôt de iDemo

Repoussé de 3 mois tous les 3 mois ... peut-être des choses après l'été 2025 ... ?",Opportunity,,2025-09-18,21073,25805.0,31,Negotiating,Sleap,18/09/2025
7558,Wezen - Amendment 3 - RNG Charac,Sales Pipeline,Design Win,In Progress,Mapped to Sales Pipeline,35000.0,35000.0,49,Desogn_Service,,ICALPS,"Characterization of Customer RNG

Mise au budget pour 2025 ...",Opportunity,2025-09-18 16:49:00,2025-09-18,2153,2217.0,31,Negotiating,In Progress,18/09/2025
7559,extra EDA,Sales Pipeline,Closed Won,Won,Deal successfully closed,24000.0,24000.0,100,FTK,,ICALPS,licences simulation + pack analogique,Opportunity,2025-09-18 13:26:00,2025-09-18,2153,2217.0,31,Negotiating,Won,18/09/2025
7560,ASIC PM,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,2500000.0,2500000.0,1,FTK,,ICALPS,Besoin ASIC HV,Opportunity,,2025-09-18,21071,25800.0,27,Construction offre,Lost,18/09/2025
7561,VESAT-WP3,Sales Pipeline,Closed Dead,Lost,Moved to Closed Dead (abandoned + low certainty),700000.0,700000.0,1,Desogn_Service,,ICALPS,Démonstrateur FPGA,Opportunity,,2025-09-18,19754,24442.0,27,Construction offre,Abandonne,18/09/2025
7562,GRENAT-Avenant 24,Sales Pipeline,Closed Won,Won,Deal successfully closed,60000.0,60000.0,100,FTK,,ICALPS,Carte de test additionnelle,Opportunity,2025-09-18 06:03:00,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7563,VEZAD3-Handoff,Sales Pipeline,Closed Won,Won,Deal successfully closed,20000.0,20000.0,100,Desogn_Service,,ICALPS,Hand-off au temps passé,Opportunity,2025-09-18 07:53:00,2025-09-18,17566,19963.0,27,Negotiating,Won,18/09/2025
7564,WEZEN - support indus WP3,Sales Pipeline,Closed Won,Won,Deal successfully closed,100000.0,100000.0,100,Desogn_Service,,ICALPS,"Travaux au temps passé avec :
- 50 k€ pour livraisons à fin 09/24
- 50 k€ pour livraison en 02/25",Opportunity,,2025-09-18,2153,2217.0,31,Negotiating,Won,18/09/2025
7565,RADICUS - prototypage MLM,Sales Pipeline,Closed Won,Won,Deal successfully closed,267000.0,267000.0,100,FTK,,ICALPS,Startégie MLM plutôt que MPW afin d'avoir des wafers complets et pouvoir tester jusqu'à 400 circuits bons pour montage sur sonde US,Opportunity,,2025-09-18,3187,3293.0,31,Negotiating,Won,18/09/2025
7566,MIRZA Avenant 3,Sales Pipeline,Closed Won,Won,Deal successfully closed,10.0,10.0,100,FTK,,ICALPS,"Selon le nouveau plan demandé par ID4US

Redistribution des tâches, planning, et plan de facturation ...",Opportunity,2025-09-18 17:52:00,2025-09-18,20946,25625.0,31,Negotiating,Won,18/09/2025
7567,PEGASUS - WP2- ASIC Design kick-off,Sales Pipeline,Closed Won,Won,Deal successfully closed,200000.0,200000.0,100,FTK,,ICALPS,"Design only.
Prototyping and industrialization in WP3 & WP4
Order for month 1 while negotiating the contract",Opportunity,,2025-09-18,21085,26814.0,39,Negotiating,Won,18/09/2025
7568,ASIC Cryptomining,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,0.0,0.0,1,FTK,,ICALPS,"CY-KOR, une startup spécialisée dans le minage de crypto-monnaies (cryptomining).
L'entreprise souhaite déployer une solution d'accélération disruptive capable de
réduire les exigences en mémoire d’un algorithme de hachage cible.
L'objectif du projet est d'implémenter cette solution d’accélération dans une
architecture ASIC existante, ou de concevoir une nouvelle architecture si nécessaire.
Cette approche holistique, combinant matériel et logiciel, vise à réaliser des gains
significatifs en matière de performances et d'efficacité dans le processus de hachage.",Opportunity,,2025-09-18,21082,26810.0,39,Identification,NoGo,18/09/2025
7569,Wallis - Blocs,Sales Pipeline,Identified,In Progress,Default mapping applied,0.0,0.0,25,Desogn_Service,,ICALPS,Conception et layout de blocs,Opportunity,,2025-09-18,15153,18072.0,27,Qualified,Abandonne,18/09/2025
7570,EM03,Sales Pipeline,Identified,In Progress,Default mapping applied,0.0,0.0,20,Desogn_Service,,ICALPS,Besoin 1 personne en conception et 2 en validation,Opportunity,,2025-09-18,7980,26809.0,27,Evaluation technique,Abandonne,18/09/2025
7571,WESAT-DB130-Amdt3,Sales Pipeline,Closed Won,Won,Deal successfully closed,20000.0,20000.0,100,Desogn_Service,,ICALPS,Essais de synthèse,Opportunity,,2025-09-18,18686,23167.0,27,Negotiating,Won,18/09/2025
7572,Grenat-Avenant 25 (TPEC2),Sales Pipeline,Closed Won,Won,Deal successfully closed,30000.0,30000.0,100,FTK,,ICALPS,2ème version du TPEC,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7573,Grenat - Régul TPEC,Sales Pipeline,Closed Won,Won,Deal successfully closed,8100.0,8100.0,100,FTK,,ICALPS,Régularisation d'heures,Opportunity,,2025-09-18,4247,19104.0,27,Negotiating,Won,18/09/2025
7574,DENEB-Avenant Top,Sales Pipeline,Identified,In Progress,Default mapping applied,157000.0,157000.0,80,Desogn_Service,,ICALPS,Régularisation budget,Opportunity,,2025-09-18,4299,4629.0,27,Negotiating,Abandonne,18/09/2025
7575,PEGASUS - WP2 = ASIC Design Month 1,Sales Pipeline,Closed Won,Won,Deal successfully closed,200000.0,200000.0,100,FTK,,ICALPS,"Design only
Prototyping and industrialization in WP3 & WP4",Opportunity,2025-09-18 07:36:00,2025-09-18,21085,26814.0,39,Negotiating,Won,18/09/2025
7576,CYTHERE,Sales Pipeline,Identified,In Progress,Default mapping applied,950000.0,950000.0,30,Desogn_Service,,ICALPS,Appel offre infructueux. ,Opportunity,,2025-09-18,2,26818.0,27,Negotiating,Abandonne,18/09/2025
7577,ASIC,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,0.0,0.0,1,FTK,,ICALPS,ASIC télépéage. RF + digital. Coût important,Opportunity,,2025-09-18,11764,26817.0,27,Identification,NoGo,18/09/2025
7578,P&R,Sales Pipeline,Closed Lost,Lost,Deal closed as lost,215.0,215.0,1,Desogn_Service,,ICALPS,P&R en 7nm,Opportunity,,2025-09-18,19891,24533.0,27,Construction offre,Lost,18/09/2025
